SK_LISTING,SK_HOST,NM_BAIRRO,NR_LATITUDE,NR_LONGITUDE,DS_TIPO_QUARTO,VLR_DIARIA_BRL,QTD_MIN_NOITES,QTD_TOTAL_AVALIACOES,QTD_DIAS_DISPONIVEIS,SAMPLE_ORIGIN,categoria_vibe,tipo_vista,ponto_forte,principal_caracteristica
826261197223227763,500973159,Vargem Grande,-22.97160870416096,-43.49497083996915,Entire home/apt,1142.0,3,0,364,RANDOM_FILL,Familiar,Natureza,Tranquilidade e espaço,Casa
1407411171351391465,6147430,Copacabana,-22.97587,-43.18856,Entire home/apt,363.0,3,2,77,RANDOM_FILL,Econômico,Mar,Proximidade com praia,Localização
1322452946046968563,499554199,Camorim,-22.98018,-43.42371,Private room,195.0,30,1,317,RANDOM_FILL,Econômico,Sem Vista,Desconto para temporada,Suíte
1029724466239230105,272976656,Copacabana,-22.98224043920276,-43.192504717274645,Entire home/apt,359.0,2,0,257,RANDOM_FILL,Padrão,Urbana,Localização privilegiada praia,Apartamento
1416690021957268396,694425494,Flamengo,-22.93855260110826,-43.17693256086579,Private room,126.0,1,0,179,RANDOM_FILL,Econômico,Urbana,Próximo ao metrô,Localização
19071216,131669310,Copacabana,-22.96594,-43.19186,Entire home/apt,169.0,4,108,129,RANDOM_FILL,Econômico,Sem Vista,WiFi rápido incluído,Conforto
32611546,245072737,Copacabana,-22.96745,-43.18178,Entire home/apt,250.0,4,5,149,RANDOM_FILL,Padrão,Mar,Arejado e silencioso,Conforto
1400056855150556041,403781,Copacabana,-22.9641383,-43.1762383,Entire home/apt,342.0,3,16,14,RANDOM_FILL,Familiar,Sem Vista,Espaçoso e confortável,Apartamento
1011133451658582397,110857735,Méier,-22.89291440026292,-43.27835425815631,Private room,99.0,1,5,270,RANDOM_FILL,Econômico,Urbana,Localização estratégica urbana,Conveniência
747744221601901024,2965734,Laranjeiras,-22.9358077,-43.1857706,Private room,236.0,1,2,154,RANDOM_FILL,Luxo,Sem Vista,Banheira de Hidromassagem,Conforto
540448311296091571,85746740,Copacabana,-22.98466,-43.19282,Entire home/apt,290.0,2,155,241,RANDOM_FILL,Econômico,Sem Vista,Ambiente tranquilo garantido,Silencioso
3129203,10210365,Ipanema,-22.98331,-43.19996,Private room,527.0,2,187,229,RANDOM_FILL,Luxo,Urbana,Piscina exclusiva privada,Suíte
760244504685069936,20362236,Botafogo,-22.957436474593656,-43.18264392684422,Private room,272.0,2,2,359,RANDOM_FILL,Econômico,Sem Vista,Entrada Independente Privada,Suíte
791475897232187300,79065425,Copacabana,-22.96578353552472,-43.179229790051,Private room,590.0,1,4,363,RANDOM_FILL,Padrão,Urbana,Suíte espaçosa confortável,Suíte
44306752,14315601,Barra da Tijuca,-22.99159,-43.38207,Entire home/apt,5500.0,30,0,173,RANDOM_FILL,Luxo,Sem Vista,Melhor Mansão Condomínio,Mansão
1100554602317203669,9351901,Copacabana,-22.96354753605799,-43.178805940822045,Entire home/apt,192.0,2,20,58,RANDOM_FILL,Econômico | Moderno,Urbana,Localização em Copacabana,Studio
1490583516541086108,678477090,Copacabana,-22.96591,-43.17729,Entire home/apt,661.0,1,2,343,RANDOM_FILL,Padrão,Mar,Varanda com vista,Varanda
1322357784249926869,92284964,Leblon,-22.97796,-43.22495,Entire home/apt,726.0,2,28,65,RANDOM_FILL,Familiar,Urbana,Amplo espaço interno,Espaçoso
847160678609277828,22630219,Copacabana,-22.9646979,-43.17547039999999,Entire home/apt,534.0,1,130,152,RANDOM_FILL,Econômico,Mar,Localização à beira-mar,Studio
1349712495637597093,39901112,Centro,-22.908160189045883,-43.18934002306265,Entire home/apt,170.0,2,1,350,RANDOM_FILL,Econômico,Urbana,Localização central conveniente,Studio
1221989034853337490,562791188,Centro,-22.9001411,-43.1799214,Entire home/apt,119.0,1,22,123,RANDOM_FILL,Moderno,Urbana,"piscina, academia, conforto",studio
1208950019051497138,331576610,Recreio dos Bandeirantes,-23.03029876277312,-43.49572028964758,Entire home/apt,872.0,2,4,89,RANDOM_FILL,Luxo,Mar,Beira-mar jacuzzi,Alto padrão
789081690497774426,183148987,Copacabana,-22.9824024,-43.1902727,Entire home/apt,265.0,1,165,86,RANDOM_FILL,Econômico | Romântico,Mar,Localização à beira-mar,Estúdio
1418319352246916783,1722157,Leblon,-22.98295158660093,-43.221900373416986,Entire home/apt,881.0,3,0,84,RANDOM_FILL,Luxo,Mar,Conforto para cinco,Espaçoso
1349399926108970697,458717163,Barra de Guaratiba,-23.0204842,-43.541415,Entire home/apt,240.0,1,0,365,RANDOM_FILL,Familiar,Sem Vista,Conforto e aconchego,Casa
16885042,48681794,Leblon,-22.98434684155809,-43.22263691852724,Entire home/apt,600.0,1,3,253,RANDOM_FILL,Luxo,Urbana,Proximidade com praia,Localização
8390419,1537641,Copacabana,-22.96903,-43.18431,Entire home/apt,2286.0,1,203,321,RANDOM_FILL,Luxo,Mar,Vista Panorâmica Completa,Penthouse
14087934,84722305,Guaratiba,-23.00386619567871,-43.5332145690918,Entire home/apt,2594.0,5,0,83,RANDOM_FILL,Familiar,Sem Vista,Espaço e lazer,Casa
42256184,333857358,Rio Comprido,-22.92556,-43.20757,Private room,66.0,3,43,354,RANDOM_FILL,Econômico,Natureza,Proximidade Cristo Redentor,Localização
1180517345912153760,474167124,Ipanema,-22.98464775198844,-43.20024989141805,Private room,180.0,1,2,41,RANDOM_FILL,Econômico,Sem Vista,Privado e básico,Simples
53861210,222120772,Curicica,-22.96182,-43.40039,Entire home/apt,220.0,2,27,122,RANDOM_FILL,Romântico,Sem Vista,Charme e aconchego,Flat
1404440803214681708,13791250,Barra da Tijuca,-23.010195972976263,-43.36520085573891,Private room,280.0,3,1,344,RANDOM_FILL,Econômico,Mar,Frente a praia,Suíte
8855998,13392098,Ipanema,-22.98491,-43.19586,Entire home/apt,357.0,7,27,265,RANDOM_FILL,Luxo,Urbana,Localização em Ipanema,Apartamento
1397112738235795341,164177980,Méier,-22.90192,-43.27642,Shared room,56.0,1,2,341,RANDOM_FILL,Econômico,Urbana,Localização muito prática,Conectividade
1267438596359411549,657118852,Glória,-22.9170346,-43.17703849999999,Entire home/apt,308.0,3,5,65,RANDOM_FILL,Padrão,Urbana,Espaço Luminoso Aberto,Luminosidade
744293677301949708,331635577,Leblon,-22.9863879,-43.2314048,Entire home/apt,803.0,2,50,62,RANDOM_FILL,Luxo,Urbana,Cobertura com exclusividade,Duplex
514368049586080261,435471276,Santa Teresa,-22.92226,-43.18719,Private room,405.0,2,16,349,RANDOM_FILL,Econômico,Urbana,Varanda e localização,Varanda
776790698862870339,110939242,Copacabana,-22.9850686,-43.1900353,Entire home/apt,9158.0,1,0,364,RANDOM_FILL,Econômico,Mar,Proximidade com praia,Localização
826803203251664415,198001749,Santa Teresa,-22.924623677033605,-43.19125695555794,Entire home/apt,616.0,4,1,290,RANDOM_FILL,Padrão,Urbana,Localização central Santa,Conveniência
1248152314235375538,156683206,Copacabana,-22.9647079,-43.1793415,Entire home/apt,344.0,1,62,154,RANDOM_FILL,Luxo,Urbana,Localização privilegiada praia,Studio
978029969716612059,13411812,Copacabana,-22.96712377782447,-43.18757871641018,Entire home/apt,242.0,2,16,87,RANDOM_FILL,Familiar,Urbana,Cobertura com garagem,Cobertura
13037727,72083285,Engenho de Dentro,-22.8853,-43.28855,Entire home/apt,915.0,10,0,364,RANDOM_FILL,Padrão,Urbana,Localização olímpica chave,Comemorativo
1989456,5468099,Copacabana,-22.97304,-43.18879,Entire home/apt,188.0,7,82,71,RANDOM_FILL,Econômico,Urbana,Localização em Copacabana,Apartamento
2385479,12184417,Barra da Tijuca,-23.00899,-43.34479,Entire home/apt,6246.0,4,0,365,RANDOM_FILL,Luxo,Mar,Vista espetacular mar,Apartamento
51556673,233838251,Botafogo,-22.95256,-43.17732,Entire home/apt,250.0,20,11,149,RANDOM_FILL,Padrão,Urbana,Localização privilegiada,Proximidade
1356815,7365198,Copacabana,-22.96668,-43.18566,Entire home/apt,197.0,3,35,22,RANDOM_FILL,Familiar,Urbana,Bairro encantador histórico,Charme
20035928,132089924,Ipanema,-22.98123,-43.20105,Entire home/apt,494.0,2,4,179,RANDOM_FILL,Econômico,Urbana,Localização privilegiada perto,Proximidade
14084398,84682564,Maracanã,-22.9113,-43.22453,Entire home/apt,2699.0,1,0,269,RANDOM_FILL,Econômico,Urbana,Próximo ao Maracanã,Localização
53039471,229244053,Camorim,-22.97759316391542,-43.42033781884774,Entire home/apt,200.0,10,5,67,RANDOM_FILL,Econômico,Urbana,Localização estratégica próxima,Apartamento
1492136447158945023,687339099,Ipanema,-22.985398970953188,-43.19670277586264,Shared room,82.0,1,0,365,RANDOM_FILL,Econômico,Urbana,Localização privilegiada Ipanema,Cama
1443306416371111580,554907816,Leblon,-22.9826405,-43.225993,Entire home/apt,849.0,3,0,80,RANDOM_FILL,Luxo,Urbana,Conforto e Charme,Suítes
809940936783044526,497264546,Copacabana,-22.98213,-43.19456,Entire home/apt,249.0,3,11,341,RANDOM_FILL,Econômico,Urbana,Localização e acesso,Apartamento
13799836,81143063,Copacabana,-22.9866,-43.18924,Entire home/apt,1339.0,30,5,177,RANDOM_FILL,Familiar,Mar,Localização entre praias,Espaçoso
884814662739417833,33609459,Leme,-22.9617818775678,-43.16678693862304,Entire home/apt,443.0,3,16,127,RANDOM_FILL,Padrão,Mar,Próximo à praia,Localização
795042769097466168,415361942,Freguesia (Ilha),-22.7897081,-43.1654341,Entire home/apt,149.0,4,27,338,RANDOM_FILL,Moderno,Sem Vista,Home-office vip,completo
954422987969741522,7052139,Humaitá,-22.955972937049097,-43.20146419107914,Private room,222.0,3,0,357,RANDOM_FILL,Romântico,Urbana,Localização privilegiada,Charmosa
1507611400904364378,718399823,Copacabana,-22.9815,-43.19104,Entire home/apt,184.0,4,0,49,RANDOM_FILL,Econômico,Urbana,Próximo à praia,Conjugado
1420563117818708498,389993328,Recreio dos Bandeirantes,-23.03105,-43.47318,Entire home/apt,365.0,2,5,130,RANDOM_FILL,Luxo,Mar,Vista para mar,Flat
1269746463669883912,525247402,Copacabana,-22.96407325593689,-43.17610094061157,Entire home/apt,1443.0,2,2,178,RANDOM_FILL,Padrão,Urbana,Localização em Copacabana,Apartamento
1295761709996014530,157667482,Leblon,-22.98636,-43.2295,Entire home/apt,1688.0,2,9,45,RANDOM_FILL,Familiar,Mar,Próximo ao mar,Localização
895796293405179921,387810254,Copacabana,-22.97665,-43.19097,Entire home/apt,343.0,4,10,341,RANDOM_FILL,Luxo,Urbana,Localização privilegiada central,Luxuoso
1269630363083262532,79151243,Copacabana,-22.97798,-43.19121,Entire home/apt,396.0,2,36,252,RANDOM_FILL,Familiar,Urbana,Amplo e completo,Espaçoso
1316085894568534406,1982737,Leblon,-22.97954,-43.22399,Entire home/apt,278.0,1,10,205,RANDOM_FILL,Luxo,Urbana,Localização nobre Leblon,Conforto
1424720420383586162,381224006,Curicica,-22.96189595951768,-43.39851321420676,Entire home/apt,167.0,2,5,234,RANDOM_FILL,Luxo,Urbana,Sofisticação e Exclusividade,Luxuoso
1206539834207434953,519609738,São Conrado,-22.99738,-43.25772,Private room,3150.0,1,0,365,RANDOM_FILL,Luxo,Mar,Suíte frente mar,Luxo
620360965726402754,308989912,Barra da Tijuca,-23.009878,-43.355621,Entire home/apt,355.0,2,86,133,RANDOM_FILL,Econômico,Mar,Pé na areia,Flat
1202829098399767255,577552918,Copacabana,-22.9794193,-43.1908399,Entire home/apt,1028.0,5,1,54,RANDOM_FILL,Padrão,Mar,Localização em Copacabana,Apartamento
1308044993920296462,192201556,Rio Comprido,-22.92514,-43.21322,Shared room,100.0,1,1,365,RANDOM_FILL,Econômico,Urbana,Localização central conveniente,Compacto
756661800947214209,286053300,Copacabana,-22.9663959,-43.186964,Entire home/apt,204.0,4,71,178,RANDOM_FILL,Romântico,Mar,Charme e localização,Charme
1497344622362638000,54235164,Jacarepaguá,-22.9704692,-43.3264511,Entire home/apt,320.0,3,0,357,RANDOM_FILL,Familiar,Natureza,Conforto e natureza,Conforto
1434749354400615635,114315322,Copacabana,-22.9671394,-43.18192699999999,Entire home/apt,210.0,2,0,39,RANDOM_FILL,Moderno,Urbana,Localização em Copa,Loft
919852,4941560,Santa Teresa,-22.91621,-43.1853,Private room,190.0,3,12,93,RANDOM_FILL,Familiar,Sem Vista,Aluga quartos equipados,Hostel
806656579996965002,5349665,Glória,-22.919954292558423,-43.1796562090376,Private room,225.0,2,13,365,RANDOM_FILL,Padrão,Sem Vista,Quarto Amplo Charmoso,Espaço
42062056,58226430,Laranjeiras,-22.93038,-43.19079,Private room,85.0,2,15,218,RANDOM_FILL,Econômico,Urbana,Localização central prática,Praticidade
1399562346211300413,520729945,Centro,-22.91014,-43.19319,Entire home/apt,153.0,2,3,351,RANDOM_FILL,Padrão,Urbana,Charmoso no Centro,Charme
10406521,39901112,Barra da Tijuca,-23.01159,-43.30206,Private room,1525.0,2,2,364,RANDOM_FILL,Padrão,Urbana,Privacidade e localização,Andar
16310384,49207110,Ipanema,-22.985437,-43.199623,Entire home/apt,1059.0,3,176,120,RANDOM_FILL,Luxo,Mar,Localização e vista,Apartamento
52565352,100176421,Vargem Grande,-22.96845,-43.48243,Entire home/apt,781.0,2,62,357,RANDOM_FILL,Luxo,Natureza,Jacuzzi e piscina,Refúgio
1226955877246950437,2312911,Copacabana,-22.9721974,-43.1904104,Entire home/apt,337.0,2,28,266,RANDOM_FILL,Familiar,Mar,Conforto em praia,Conforto
18077933,124477317,Botafogo,-22.95148,-43.18658,Entire home/apt,391.0,2,31,87,RANDOM_FILL,Familiar,Urbana,"Espaçoso, acomoda 8",Completo
1288685901855717428,333280156,Guaratiba,-23.0611469,-43.5639567,Private room,328.0,1,14,18,RANDOM_FILL,Familiar,Natureza,Ambiente acolhedor rústico,caseiro
13623644,48065350,Jacarepaguá,-22.96844,-43.39672,Entire home/apt,190.0,7,7,89,RANDOM_FILL,Econômico,Urbana,Localização para eventos,Praticidade
1361106138193563800,85102235,Copacabana,-22.96968,-43.18554,Entire home/apt,200.0,1,2,315,RANDOM_FILL,Padrão,Urbana,Vista Cristo Redentor,Localização
2410793,12320913,Copacabana,-22.98670599874941,-43.19020863622427,Entire home/apt,288.0,2,231,327,RANDOM_FILL,Luxo | Romântico,Mar,Localização à beira-mar,Privacidade
1766232,9280869,Catete,-22.92392,-43.17875,Entire home/apt,500.0,2,20,257,RANDOM_FILL,Moderno,Urbana,Negócios e turismo,Versatilidade
1395169910940849146,114890505,Recreio dos Bandeirantes,-23.033871,-43.4918808,Entire home/apt,182.0,2,2,264,RANDOM_FILL,Econômico | Moderno | Romântico,Mar,Sustentabilidade e Praia,Container
14134357,85274082,Engenho de Dentro,-22.90572,-43.30242,Entire home/apt,450.0,15,0,269,RANDOM_FILL,Econômico,Urbana,Evento esportivo próximo,temporário
1231810451255627412,88233322,Copacabana,-22.98637,-43.18954,Entire home/apt,276.0,3,53,32,RANDOM_FILL,Luxo,Mar,Localização privilegiada Arpoador,Exclusividade
1433352677342332706,501027388,Copacabana,-22.97493,-43.19427,Entire home/apt,182.0,2,0,48,RANDOM_FILL,Padrão,Sem Vista,Conforto e Aconchego,Conforto
1345700762021329727,342074169,Barra de Guaratiba,-23.0595,-43.5619,Entire home/apt,500.0,2,0,364,RANDOM_FILL,Econômico,Natureza,Beleza natural preservada,reserva
937728071822510185,36258642,Leblon,-22.98320440479736,-43.22207643345801,Entire home/apt,857.0,1,32,338,RANDOM_FILL,Luxo,Mar,Praia e Estilo,Leblon
1201557030740409249,21202679,Botafogo,-22.952538670729474,-43.18298794973756,Entire home/apt,218.0,2,38,219,RANDOM_FILL,Econômico,Urbana,Próximo ao metrô,Studio
705932685576695696,151087256,Itanhangá,-22.99863,-43.30135,Entire home/apt,1200.0,1,12,342,RANDOM_FILL,Luxo,Natureza,Exclusividade e privacidade,Cobertura
14294576,80367470,Centro,-22.90579,-43.17176,Private room,300.0,1,0,364,RANDOM_FILL,Luxo,Urbana,Localização Olímpica Exclusiva,Suíte
970173733436181021,64168131,Copacabana,-22.96924739479067,-43.18197543862303,Entire home/apt,330.0,2,90,325,RANDOM_FILL,Romântico,Mar,Perto da praia,Charmoso
22709688,12909867,Leblon,-22.984015,-43.218822,Entire home/apt,708.0,2,125,167,RANDOM_FILL,Luxo,Urbana,Localização nobre praia,Apartamento
1307242150999872652,173868230,Barra da Tijuca,-23.0084875,-43.4277048,Entire home/apt,302.0,7,5,360,RANDOM_FILL,Padrão,Mar,Conforto e praia,Equipado
15965687,103691209,Praia da Bandeira,-22.80833,-43.17897,Private room,245.0,3,1,364,RANDOM_FILL,Econômico,Urbana,Localização tranquila acessível,Quarto
855631034476154677,34740970,Copacabana,-22.96317,-43.17798,Entire home/apt,216.0,2,71,44,RANDOM_FILL,Padrão,Urbana,Localização central privilegiada,Localização
760867050534118487,49791579,Copacabana,-22.96075,-43.17461,Private room,151.0,3,14,41,RANDOM_FILL,Econômico,Sem Vista,Quarto casal privado,Praticidade
1380637641028066095,177786203,Copacabana,-22.9841247,-43.19088420000001,Entire home/apt,273.0,3,2,185,RANDOM_FILL,Padrão,Mar,Localização em Copacabana,Praia
1071107296170230178,8281451,Leblon,-22.982485087027086,-43.22393774986267,Entire home/apt,1639.0,3,4,263,RANDOM_FILL,Luxo,Mar,Próximo à praia,Localização
1028917536735526330,52581208,Santa Teresa,-22.91767,-43.18231,Private room,79.0,1,6,118,RANDOM_FILL,Econômico,Sem Vista,Quarto suíte confortável,Suíte
826857782711270829,307645085,Recreio dos Bandeirantes,-23.00266275983689,-43.44573004464251,Entire home/apt,215.0,2,11,168,RANDOM_FILL,Econômico,Sem Vista,Próximo praias diversas,Praticidade
1122109690956074015,475193730,Copacabana,-22.972575080273973,-43.185621981942326,Entire home/apt,924.0,2,24,237,RANDOM_FILL,Luxo,Mar,Frente para praia,Pé-na-areia
1051215772001785698,442432679,Barra da Tijuca,-23.002790695995643,-43.30904671817511,Entire home/apt,315.0,1,1,365,RANDOM_FILL,Padrão,Sem Vista,Localização privilegiada Barra,Suíte
568297132972238915,393885625,Copacabana,-22.98187,-43.19231,Entire home/apt,502.0,2,41,338,RANDOM_FILL,Familiar,Urbana,Espaço bem distribuído,Amplo
2367062,12080660,Botafogo,-22.94975,-43.18425,Entire home/apt,245.0,3,11,53,RANDOM_FILL,Econômico,Urbana,Localização central privilegiada,Aconchegante
1311442034606044004,494461597,Copacabana,-22.9742804,-43.1919617,Private room,119.0,4,6,78,RANDOM_FILL,Familiar,Urbana,Conforto e Paz,Localização
877533742053239159,175441859,Copacabana,-22.9775792,-43.1908519,Entire home/apt,274.0,2,79,132,RANDOM_FILL,Moderno,Urbana,Sustentabilidade e conforto,Ecológico
899161693493314756,130642381,Leblon,-22.98602,-43.22716,Entire home/apt,2067.0,3,0,57,RANDOM_FILL,Econômico,Mar,Localização frente mar,Apartamento
926669,4986394,Copacabana,-22.97395,-43.19145,Entire home/apt,237.0,2,109,41,RANDOM_FILL,Econômico,Mar,Coração de Copacabana,Estúdio
41043299,17503092,Copacabana,-22.97792,-43.1908,Entire home/apt,255.0,2,120,44,RANDOM_FILL,Romântico,Mar,Charmoso na praia,Apartamento
1145825985075991757,574919162,Copacabana,-22.96544763240984,-43.1813171133399,Entire home/apt,1500.0,1,0,269,RANDOM_FILL,Econômico,Mar,Localização e praia,Praticidade
21890002,12329117,Glória,-22.92511,-43.17448,Entire home/apt,206.0,5,45,197,RANDOM_FILL,Luxo,Mar,Localização privilegiada praia,Exclusividade
53500704,433017053,Barra da Tijuca,-23.01245,-43.3222,Entire home/apt,276.0,2,29,110,RANDOM_FILL,Padrão,Sem Vista,Localização na Barra,Apartamento
1100626363079419442,57671630,Portuguesa,-22.8044965,-43.2116524,Entire home/apt,245.0,1,61,44,RANDOM_FILL,Econômico,Sem Vista,Proximidade Aeroporto GIG,Studio
802120392062188284,10607843,Ipanema,-22.9832792,-43.2077417,Entire home/apt,944.0,5,28,49,RANDOM_FILL,Luxo,Mar,Localização privilegiada praia,Exclusividade
31017682,193195829,Copacabana,-22.98076,-43.19483,Entire home/apt,1096.0,1,0,269,RANDOM_FILL,Padrão,Urbana,Localização em Copacabana,Apartamento
1099623126593220155,117542344,Laranjeiras,-22.9302295,-43.1879046,Entire home/apt,540.0,2,3,249,RANDOM_FILL,Padrão,Urbana,Localização privilegiada central,Apartamento
12129731,63115489,Leblon,-22.9842,-43.22391,Entire home/apt,1200.0,7,0,354,RANDOM_FILL,Luxo,Mar,Localização nobre privilegiada,Apartamento
739766861158314152,148254434,Copacabana,-22.9829422,-43.1945316,Entire home/apt,317.0,3,37,116,RANDOM_FILL,Econômico | Moderno,Urbana,Compacto ao metrô,Compacto
1354362952544283178,165494237,São Conrado,-22.99823712163733,-43.25675642698366,Private room,950.0,1,0,8,RANDOM_FILL,Luxo,Mar | Natureza,Vista panorâmica privilegiada,Hotel
1212334307470662931,588585028,Vargem Pequena,-22.991358,-43.4441046,Private room,630.0,2,0,365,RANDOM_FILL,Econômico,Sem Vista,Proximidade Rock,Pousada
1490746594449217742,546874366,Centro,-22.90277,-43.18055,Entire home/apt,153.0,1,9,125,RANDOM_FILL,Econômico,Urbana,Localização muito conveniente,Studio
2766912,14151719,Copacabana,-22.98202,-43.19151,Entire home/apt,1399.0,2,8,348,RANDOM_FILL,Familiar,Urbana,Localização Zona Sul,Espaçoso
1268074041977972424,105113529,Urca,-22.95142,-43.16833,Private room,139.0,2,5,159,RANDOM_FILL,Econômico,Natureza,Simples e aconchegante,Quarto
1127005056016459284,185155093,Copacabana,-22.9743565,-43.1894948,Private room,221.0,2,11,357,RANDOM_FILL,Econômico,Urbana,Próximo à praia,Localização
20706150,148210212,Ipanema,-22.98432,-43.21331,Entire home/apt,860.0,3,97,35,RANDOM_FILL,Padrão,Urbana,Espaçoso e localizado,Apartamento
1426055,7647089,Leblon,-22.98008,-43.2242,Entire home/apt,618.0,5,41,242,RANDOM_FILL,Romântico,Urbana,Ambiente aconchegante intimista,Aconchego
45672884,370001932,Maracanã,-22.91147,-43.21751,Private room,302.0,3,5,353,RANDOM_FILL,Familiar,Urbana,Três quartos espaçosos,Prático
1447099331238676262,408929893,Copacabana,-22.97268,-43.18509,Entire home/apt,499.0,4,6,216,RANDOM_FILL,Luxo,Mar,Proximidade à praia,Luxuoso
1146219797552779025,574745348,Recreio dos Bandeirantes,-23.0284025,-43.4766904,Entire home/apt,120.0,1,6,263,RANDOM_FILL,Econômico,Sem Vista,Suíte com cozinha,Funcionalidade
612205503411227298,454890496,Vila Isabel,-22.92378,-43.23751,Private room,146.0,2,4,269,RANDOM_FILL,Romântico,Sem Vista,Conforto e charme,Varanda
11682368,62059621,Barra da Tijuca,-22.98465,-43.38376,Entire home/apt,1573.0,7,0,90,RANDOM_FILL,Econômico,Urbana,Proximidade Olímpica,Praticidade
759385798745815233,13753183,Ipanema,-22.984633697672376,-43.19944211063709,Entire home/apt,295.0,3,45,66,RANDOM_FILL,Luxo,Mar,Localização privilegiada praia,Garagem
1363285103265122920,415432275,Copacabana,-22.982367,-43.1901528,Entire home/apt,275.0,2,33,190,RANDOM_FILL,Moderno,Mar,Vista para mar,Loft
47573961,74338742,Camorim,-22.97545,-43.41472,Entire home/apt,268.0,2,49,246,RANDOM_FILL,Moderno,Urbana,Localização estratégica centro,Loft
915214153955112720,129931093,Bento Ribeiro,-22.87137,-43.36079,Entire home/apt,800.0,1,0,358,RANDOM_FILL,Econômico,Sem Vista,Amplo para eventos,Espaço
569663037687904873,446703258,Copacabana,-22.96355,-43.1784,Entire home/apt,479.0,2,9,344,RANDOM_FILL,Econômico,Urbana,Localização para Carnaval,Praticidade
817262833262909325,472621832,Barra da Tijuca,-23.00120091661151,-43.32858549458033,Entire home/apt,329.0,1,73,154,RANDOM_FILL,Econômico,Urbana,Localização excelente praia,Localização
1300116757404085695,50596951,Copacabana,-22.9731023,-43.18632969999999,Entire home/apt,1221.0,2,31,312,RANDOM_FILL,Luxo,Urbana,Vista Réveillon Exclusiva,Luxo
1227446874546539824,95451565,Laranjeiras,-22.9354709,-43.1795789,Private room,221.0,2,8,340,RANDOM_FILL,Familiar,Urbana,Localização e aconchego,conforto
1508869474274089924,310319158,Flamengo,-22.9339404,-43.1774527,Entire home/apt,164.0,1,0,343,RANDOM_FILL,Moderno,Urbana,Estúdio bem localizado,Studio
715836152804594614,29349957,Barra da Tijuca,-23.00554,-43.34011,Entire home/apt,211.0,3,15,337,RANDOM_FILL,Econômico,Urbana,Localização Excelente Barra,Aconchegante
1236111758480179183,56464577,Copacabana,-22.9697811,-43.190105,Entire home/apt,752.0,3,0,180,RANDOM_FILL,Familiar,Mar,Quatro quartos espaçosos,Apartamento
16377832,104666823,Ipanema,-22.98494,-43.1954,Entire home/apt,950.0,3,30,355,RANDOM_FILL,Econômico,Urbana,Localização entre bairros,Praticidade
41901836,214762358,Copacabana,-22.96417,-43.17581,Entire home/apt,300.0,2,51,225,RANDOM_FILL,Luxo,Mar,Panorama marítimo deslumbrante,Vista
53970149,15900036,Barra da Tijuca,-23.00942,-43.35701,Entire home/apt,5768.0,5,0,364,RANDOM_FILL,Luxo,Mar,Vista mar frontal,Cobertura
1008599746966234808,225398509,Leblon,-22.9828979,-43.2214844,Entire home/apt,411.0,3,46,177,RANDOM_FILL,Familiar,Sem Vista,Silêncio e aconchego,Acolhedor
1166023243539914762,265798031,Catete,-22.93051716262764,-43.17934591534423,Entire home/apt,166.0,3,40,153,RANDOM_FILL,Econômico,Urbana,Aconchegante e Silenciosa,Kitnet
1316789318608452206,169921137,Centro,-22.90862517469397,-43.1752081947635,Entire home/apt,212.0,1,28,314,RANDOM_FILL,Econômico | Moderno,Urbana,Compacto e Prático,Studio
35834026,25750944,Botafogo,-22.94972,-43.19428,Entire home/apt,343.0,5,5,308,RANDOM_FILL,Padrão,Urbana,Localização em Botafogo,Apartamento
1197359333410158072,86205759,Copacabana,-22.968067638609675,-43.188789816486185,Entire home/apt,153.0,3,44,56,RANDOM_FILL,Econômico,Sem Vista,Studio bem localizado,Studio
1045537387955768784,8156211,Copacabana,-22.975993749350824,-43.19191753864288,Entire home/apt,596.0,4,0,116,RANDOM_FILL,Luxo,Urbana,Localização Central Privilegiada,Exclusividade
11429445,12909867,Ipanema,-22.984854,-43.213066,Entire home/apt,1002.0,2,110,23,RANDOM_FILL,Luxo,Urbana,Vista deslumbrante flat,Flat
1286891907008640139,357756985,Barra de Guaratiba,-23.065520859175685,-43.56475668941665,Entire home/apt,157.0,2,18,80,RANDOM_FILL,Padrão,Sem Vista,Falta de especificação,Indefinido
695194957958831315,642196,Copacabana,-22.97787,-43.19086,Entire home/apt,379.0,2,39,289,RANDOM_FILL,Padrão,Sem Vista,Próximo praia copa,Localização
9256656,555597,Leblon,-22.98668,-43.23008,Entire home/apt,5366.0,4,1,364,RANDOM_FILL,Luxo,Urbana,Amplo espaçoso Leblon,Apartamento
28717513,216622191,Copacabana,-22.97500702264588,-43.19324343896473,Entire home/apt,240.0,3,42,49,RANDOM_FILL,Econômico,Sem Vista,Conforto em copa,Aconchego
669516947296821669,14240419,Botafogo,-22.94751,-43.1842,Entire home/apt,204.0,4,9,87,RANDOM_FILL,Econômico,Mar,WiFi e Ar-condicionado,Kitnet
947326315794608124,528905692,Copacabana,-22.975506963010165,-43.1884491071105,Entire home/apt,176.0,3,28,86,RANDOM_FILL,Econômico,Urbana,Compacto e Prático,Estúdio
1202817454560466968,160094795,Botafogo,-22.9466127,-43.18349569999999,Private room,105.0,1,1,89,RANDOM_FILL,Econômico,Urbana,Quarto privativo banheiro,Praticidade
