SK_LISTING,SK_HOST,NM_BAIRRO,NR_LATITUDE,NR_LONGITUDE,DS_TIPO_QUARTO,VLR_DIARIA_BRL,QTD_MIN_NOITES,QTD_TOTAL_AVALIACOES,QTD_DIAS_DISPONIVEIS,CAT_VIBE_IA,CAT_TIPO_VISTA,TXT_DESTAQUE_IA,TXT_CARACTERISTICA_IA
1424720420383586162,381224006,Curicica,-22.96189595951768,-43.39851321420676,Casa/Apto inteiro,167.0,2,5,234,Luxo,Urbana,Elegância e sofisticação,Exclusividade
1206539834207434953,519609738,São Conrado,-22.99738,-43.25772,Quarto privativo,3150.0,1,0,365,Luxo,Mar,Frente para mar,Suíte
620360965726402754,308989912,Barra da Tijuca,-23.009878,-43.355621,Casa/Apto inteiro,355.0,2,86,133,Econômico,Mar,Pé na areia,Flat
1202829098399767255,577552918,Copacabana,-22.9794193,-43.1908399,Casa/Apto inteiro,1028.0,5,1,54,Familiar,Urbana,Próximo à praia,Apartamento
1308044993920296462,192201556,Rio Comprido,-22.92514,-43.21322,Quarto compartilhado,100.0,1,1,365,Econômico,Urbana,Próximo Copa Mulheres,Praticidade
756661800947214209,286053300,Copacabana,-22.9663959,-43.186964,Casa/Apto inteiro,204.0,4,71,178,Romântico,Urbana,Charme e localização,Charme
1497344622362638000,54235164,Jacarepaguá,-22.9704692,-43.3264511,Casa/Apto inteiro,320.0,3,0,357,Familiar,Natureza,Natureza e conforto,Conforto
1434749354400615635,114315322,Copacabana,-22.9671394,-43.18192699999999,Casa/Apto inteiro,210.0,2,0,39,Moderno,Urbana,Localização em Copacabana,Loft
919852,4941560,Santa Teresa,-22.91621,-43.1853,Quarto privativo,190.0,3,12,93,Familiar,Urbana,Quartos bem equipados,Hostel
806656579996965002,5349665,Glória,-22.919954292558423,-43.1796562090376,Quarto privativo,225.0,2,13,365,Familiar,Urbana,Quarto amplo charmoso,Espaço
42062056,58226430,Laranjeiras,-22.93038,-43.19079,Quarto privativo,85.0,2,15,218,Econômico,Urbana,Localização em Laranjeiras,Quarto
1399562346211300413,520729945,Centro,-22.91014,-43.19319,Casa/Apto inteiro,153.0,2,3,351,Charmoso,Urbana,Localização Central,Charme
10406521,39901112,Barra da Tijuca,-23.01159,-43.30206,Quarto privativo,1525.0,2,2,364,Econômico,Urbana,Andar privativo exclusivo,Privacidade
16310384,49207110,Ipanema,-22.985437,-43.199623,Casa/Apto inteiro,1059.0,3,176,120,Luxo,Mar,Localização e vista,Residencial
52565352,100176421,Vargem Grande,-22.96845,-43.48243,Casa/Apto inteiro,781.0,2,62,357,Luxo,Natureza,Jacuzzi e Piscina,Refúgio
1226955877246950437,2312911,Copacabana,-22.9721974,-43.1904104,Casa/Apto inteiro,337.0,2,28,266,Econômico,Mar,Conforto na praia,Conforto
18077933,124477317,Botafogo,-22.95148,-43.18658,Casa/Apto inteiro,391.0,2,31,87,Familiar,Urbana,Amplo para grupos,Completo
1288685901855717428,333280156,Guaratiba,-23.0611469,-43.5639567,Quarto privativo,328.0,1,14,18,Familiar,Natureza,Conforto e acolhimento,Casa
13623644,48065350,Jacarepaguá,-22.96844,-43.39672,Casa/Apto inteiro,190.0,7,7,89,Econômico,Urbana,Próximo aos Jogos,Localização
1361106138193563800,85102235,Copacabana,-22.96968,-43.18554,Casa/Apto inteiro,200.0,1,2,315,Padrão,Urbana,Vista para Cristo,Localização
2410793,12320913,Copacabana,-22.98670599874941,-43.19020863622427,Casa/Apto inteiro,288.0,2,231,327,Luxo,Mar,Proximidade praias famosas,Privacidade
1766232,9280869,Catete,-22.92392,-43.17875,Casa/Apto inteiro,500.0,2,20,257,Moderno,Urbana,Negócios e turismo,Localização
1395169910940849146,114890505,Recreio dos Bandeirantes,-23.033871,-43.4918808,Casa/Apto inteiro,182.0,2,2,264,Econômico,Mar,Sustentável e próximo,Container
14134357,85274082,Engenho de Dentro,-22.90572,-43.30242,Casa/Apto inteiro,450.0,15,0,269,Econômico,Sem Vista,Localização evento próximo,Temporada
1231810451255627412,88233322,Copacabana,-22.98637,-43.18954,Casa/Apto inteiro,276.0,3,53,32,Luxo,Mar,Localização privilegiada,Vista
1433352677342332706,501027388,Copacabana,-22.97493,-43.19427,Casa/Apto inteiro,182.0,2,0,48,Padrão,Sem Vista,Conforto e Aconchego,Apartamento
1345700762021329727,342074169,Barra de Guaratiba,-23.0595,-43.5619,Casa/Apto inteiro,500.0,2,0,364,Familiar,Natureza,Tranquilidade e privacidade,Condomínio
937728071822510185,36258642,Leblon,-22.98320440479736,-43.22207643345801,Casa/Apto inteiro,857.0,1,32,338,Luxo,Mar,Beira de praia,Estilo
1201557030740409249,21202679,Botafogo,-22.952538670729474,-43.18298794973756,Casa/Apto inteiro,218.0,2,38,219,Econômico,Urbana,Próximo ao metrô,Conforto
705932685576695696,151087256,Itanhangá,-22.99863,-43.30135,Casa/Apto inteiro,1200.0,1,12,342,Luxo,Natureza,Privacidade e exclusividade,Cobertura
14294576,80367470,Centro,-22.90579,-43.17176,Quarto privativo,300.0,1,0,364,Econômico,Urbana,Localização para evento,Praticidade
970173733436181021,64168131,Copacabana,-22.96924739479067,-43.18197543862303,Casa/Apto inteiro,330.0,2,90,325,Romântico,Mar,Perto da praia,Charmoso
22709688,12909867,Leblon,-22.984015,-43.218822,Casa/Apto inteiro,708.0,2,125,167,Luxo,Mar,Localização nobre praia,Apartamento
1307242150999872652,173868230,Barra da Tijuca,-23.0084875,-43.4277048,Casa/Apto inteiro,302.0,7,5,360,Familiar,Mar,Acesso à praia,Conforto
15965687,103691209,Praia da Bandeira,-22.80833,-43.17897,Quarto privativo,245.0,3,1,364,Econômico,Urbana,Quarto funcional acessível,Praticidade
855631034476154677,34740970,Copacabana,-22.96317,-43.17798,Casa/Apto inteiro,216.0,2,71,44,Padrão,Urbana,Localização central privilegiada,Localização
760867050534118487,49791579,Copacabana,-22.96075,-43.17461,Quarto privativo,151.0,3,14,41,Econômico,Mar,Privacidade para mulheres,Quarto
1380637641028066095,177786203,Copacabana,-22.9841247,-43.19088420000001,Casa/Apto inteiro,273.0,3,2,185,Padrão,Mar,Próximo à praia,Localização
1071107296170230178,8281451,Leblon,-22.982485087027086,-43.22393774986267,Casa/Apto inteiro,1639.0,3,4,263,Luxo,Mar,Próximo da praia,Localização
1028917536735526330,52581208,Santa Teresa,-22.91767,-43.18231,Quarto privativo,79.0,1,6,118,Econômico,Sem Vista,Quarto com suíte,Conforto
826857782711270829,307645085,Recreio dos Bandeirantes,-23.00266275983689,-43.44573004464251,Casa/Apto inteiro,215.0,2,11,168,Econômico,Sem Vista,Proximidade praias diversas,Térreo
1122109690956074015,475193730,Copacabana,-22.972575080273973,-43.185621981942326,Casa/Apto inteiro,924.0,2,24,237,Luxo,Mar,Acesso direto praia,Pé-na-areia
1051215772001785698,442432679,Barra da Tijuca,-23.002790695995643,-43.30904671817511,Casa/Apto inteiro,315.0,1,1,365,Padrão,Sem Vista,Localização na Barra,Suíte
568297132972238915,393885625,Copacabana,-22.98187,-43.19231,Casa/Apto inteiro,502.0,2,41,338,Familiar,Urbana,Espaço e conforto,Amplo
2367062,12080660,Botafogo,-22.94975,-43.18425,Casa/Apto inteiro,245.0,3,11,53,Econômico,Urbana,Localização central privilegiada,Conforto
1311442034606044004,494461597,Copacabana,-22.9742804,-43.1919617,Quarto privativo,119.0,4,6,78,Padrão,Urbana,Conforto e Paz,Localização
877533742053239159,175441859,Copacabana,-22.9775792,-43.1908519,Casa/Apto inteiro,274.0,2,79,132,Moderno,Urbana,Localização em Copacabana,Solar
899161693493314756,130642381,Leblon,-22.98602,-43.22716,Casa/Apto inteiro,2067.0,3,0,57,Econômico,Mar,Próximo ao mar,Apartamento
926669,4986394,Copacabana,-22.97395,-43.19145,Casa/Apto inteiro,237.0,2,109,41,Econômico,Mar,Próximo à praia,Estúdio
41043299,17503092,Copacabana,-22.97792,-43.1908,Casa/Apto inteiro,255.0,2,120,44,Romântico,Mar,Charme à beira-mar,praia
1145825985075991757,574919162,Copacabana,-22.96544763240984,-43.1813171133399,Casa/Apto inteiro,1500.0,1,0,269,Econômico,Mar,Localização Praia Próxima,Localização
21890002,12329117,Glória,-22.92511,-43.17448,Casa/Apto inteiro,206.0,5,45,197,Padrão,Mar,Localização junto praia,Apartamento
53500704,433017053,Barra da Tijuca,-23.01245,-43.3222,Casa/Apto inteiro,276.0,2,29,110,Padrão,Sem Vista,Localização Barra Tijuca,Apartamento
1100626363079419442,57671630,Portuguesa,-22.8044965,-43.2116524,Casa/Apto inteiro,245.0,1,61,44,Econômico,Urbana,Próximo Aeroporto Galeão,Studio
802120392062188284,10607843,Ipanema,-22.9832792,-43.2077417,Casa/Apto inteiro,944.0,5,28,49,Luxo,Mar,Localização privilegiada,Exclusividade
31017682,193195829,Copacabana,-22.98076,-43.19483,Casa/Apto inteiro,1096.0,1,0,269,Padrão,Urbana,Localização em Copacabana,Apartamento
1099623126593220155,117542344,Laranjeiras,-22.9302295,-43.1879046,Casa/Apto inteiro,540.0,2,3,249,Padrão,Urbana,Localização em Laranjeiras,Apartamento
12129731,63115489,Leblon,-22.9842,-43.22391,Casa/Apto inteiro,1200.0,7,0,354,Luxo,Urbana,Localização privilegiada Leblon,Apartament
739766861158314152,148254434,Copacabana,-22.9829422,-43.1945316,Casa/Apto inteiro,317.0,3,37,116,Moderno,Urbana,Compacto ao metrô,Moderno
1354362952544283178,165494237,São Conrado,-22.99823712163733,-43.25675642698366,Quarto privativo,950.0,1,0,8,Romântico,Mar,Vista panorâmica excepcional,Hotel
1212334307470662931,588585028,Vargem Pequena,-22.991358,-43.4441046,Quarto privativo,630.0,2,0,365,Econômico,Urbana,Próximo Rock InRio,Pousada
1490746594449217742,546874366,Centro,-22.90277,-43.18055,Casa/Apto inteiro,153.0,1,9,125,Econômico,Urbana,Localização Central,Studio
2766912,14151719,Copacabana,-22.98202,-43.19151,Casa/Apto inteiro,1399.0,2,8,348,Familiar,Urbana,Localização Zona Sul,Espaçoso
1268074041977972424,105113529,Urca,-22.95142,-43.16833,Quarto privativo,139.0,2,5,159,Econômico,Natureza,Quarto simples aconchegante,Quarto
1127005056016459284,185155093,Copacabana,-22.9743565,-43.1894948,Quarto privativo,221.0,2,11,357,Econômico,Urbana,Perto da praia,Quarto
20706150,148210212,Ipanema,-22.98432,-43.21331,Casa/Apto inteiro,860.0,3,97,35,Padrão,Urbana,Espaçoso e bem localizado,Apartamento
1426055,7647089,Leblon,-22.98008,-43.2242,Casa/Apto inteiro,618.0,5,41,242,Romântico,Urbana,Aconchego e charme,Conforto
45672884,370001932,Maracanã,-22.91147,-43.21751,Quarto privativo,302.0,3,5,353,Familiar,Urbana,Próximo ao Maracanã,Apartamento
1447099331238676262,408929893,Copacabana,-22.97268,-43.18509,Casa/Apto inteiro,499.0,4,6,216,Luxo,Mar,Proximidade com praia,Localização
1146219797552779025,574745348,Recreio dos Bandeirantes,-23.0284025,-43.4766904,Casa/Apto inteiro,120.0,1,6,263,Econômico,Sem Vista,Suíte cozinha completa,Funcional
612205503411227298,454890496,Vila Isabel,-22.92378,-43.23751,Quarto privativo,146.0,2,4,269,Romântico,Urbana,Varanda charmosa aconchegante,Suíte
11682368,62059621,Barra da Tijuca,-22.98465,-43.38376,Casa/Apto inteiro,1573.0,7,0,90,Econômico,Urbana,Proximidade eventos esportivos,Praticidade
759385798745815233,13753183,Ipanema,-22.984633697672376,-43.19944211063709,Casa/Apto inteiro,295.0,3,45,66,Luxo,Mar,Localização privilegiada praia,Garagem
1363285103265122920,415432275,Copacabana,-22.982367,-43.1901528,Casa/Apto inteiro,275.0,2,33,190,Moderno,Mar,Beira mar vista,Loft
47573961,74338742,Camorim,-22.97545,-43.41472,Casa/Apto inteiro,268.0,2,49,246,Moderno,Urbana,Localização estratégica central,Loft
915214153955112720,129931093,Bento Ribeiro,-22.87137,-43.36079,Casa/Apto inteiro,800.0,1,0,358,Econômico,Sem Vista,Versatilidade para eventos,Espaço
569663037687904873,446703258,Copacabana,-22.96355,-43.1784,Casa/Apto inteiro,479.0,2,9,344,Padrão,Urbana,Localização para Carnaval,Praticidade
817262833262909325,472621832,Barra da Tijuca,-23.00120091661151,-43.32858549458033,Casa/Apto inteiro,329.0,1,73,154,Econômico,Urbana,Localização muito conveniente,Praticidade
1300116757404085695,50596951,Copacabana,-22.9731023,-43.18632969999999,Casa/Apto inteiro,1221.0,2,31,312,Luxo,Urbana,Vista Réveillon Exclusiva,Vista
1227446874546539824,95451565,Laranjeiras,-22.9354709,-43.1795789,Quarto privativo,221.0,2,8,340,Familiar,Urbana,Localização e aconchego,Conforto
1508869474274089924,310319158,Flamengo,-22.9339404,-43.1774527,Casa/Apto inteiro,164.0,1,0,343,Moderno,Urbana,Estúdio bem localizado,Studio
715836152804594614,29349957,Barra da Tijuca,-23.00554,-43.34011,Casa/Apto inteiro,211.0,3,15,337,Econômico,Urbana,Localização Excelente,Flat
1236111758480179183,56464577,Copacabana,-22.9697811,-43.190105,Casa/Apto inteiro,752.0,3,0,180,Familiar,Mar,Próximo à praia,Apartamento
16377832,104666823,Ipanema,-22.98494,-43.1954,Casa/Apto inteiro,950.0,3,30,355,Econômico,Urbana,Localização e comodidade,Praticidade
41901836,214762358,Copacabana,-22.96417,-43.17581,Casa/Apto inteiro,300.0,2,51,225,Luxo,Mar,Panorâmica e relaxante,Vista
53970149,15900036,Barra da Tijuca,-23.00942,-43.35701,Casa/Apto inteiro,5768.0,5,0,364,Luxo,Mar,Vista mar frontal,Cobertura
1008599746966234808,225398509,Leblon,-22.9828979,-43.2214844,Casa/Apto inteiro,411.0,3,46,177,Acolhedor,Sem Vista,Silencioso e tranquilo,Silêncio
1166023243539914762,265798031,Catete,-22.93051716262764,-43.17934591534423,Casa/Apto inteiro,166.0,3,40,153,Econômico,Urbana,Aconchegante e silenciosa,Kitnet
1316789318608452206,169921137,Centro,-22.90862517469397,-43.1752081947635,Casa/Apto inteiro,212.0,1,28,314,Econômico,Urbana,Praticidade e localização,Studio
35834026,25750944,Botafogo,-22.94972,-43.19428,Casa/Apto inteiro,343.0,5,5,308,Familiar,Urbana,Dois quartos práticos,Funcional
1197359333410158072,86205759,Copacabana,-22.968067638609675,-43.188789816486185,Casa/Apto inteiro,153.0,3,44,56,Econômico,Urbana,Localização em Copacabana,Studio
1045537387955768784,8156211,Copacabana,-22.975993749350824,-43.19191753864288,Casa/Apto inteiro,596.0,4,0,116,Luxo,Urbana,Localização e sofisticação,Exclusividade
11429445,12909867,Ipanema,-22.984854,-43.213066,Casa/Apto inteiro,1002.0,2,110,23,Luxo,Urbana,Vista deslumbrante flat,Flat
1286891907008640139,357756985,Barra de Guaratiba,-23.065520859175685,-43.56475668941665,Casa/Apto inteiro,157.0,2,18,80,Padrão,Sem Vista,Vista não clara,Localização
695194957958831315,642196,Copacabana,-22.97787,-43.19086,Casa/Apto inteiro,379.0,2,39,289,Econômico,Sem Vista,Perto da praia,Localização
9256656,555597,Leblon,-22.98668,-43.23008,Casa/Apto inteiro,5366.0,4,1,364,Luxo,Urbana,Espaço muito grande,amplo
28717513,216622191,Copacabana,-22.97500702264588,-43.19324343896473,Casa/Apto inteiro,240.0,3,42,49,Econômico,Urbana,Conforto próximo tudo,Aconchegante
669516947296821669,14240419,Botafogo,-22.94751,-43.1842,Casa/Apto inteiro,204.0,4,9,87,Econômico,Mar,Wi-Fi Ar Condicionado,Kitnet
947326315794608124,528905692,Copacabana,-22.975506963010165,-43.1884491071105,Casa/Apto inteiro,176.0,3,28,86,Econômico,Urbana,Localização em Copacabana,Estúdio
1202817454560466968,160094795,Botafogo,-22.9466127,-43.18349569999999,Quarto privativo,105.0,1,1,89,Econômico,Urbana,Quarto com banheiro,Praticidade
876096490871028426,509431238,Barra da Tijuca,-23.00190201759915,-43.39313987642527,Casa/Apto inteiro,328.0,23,2,132,Romântico,Sem Vista,Charmoso e aconchegante,Duplex
1279692320934278852,98503864,Copacabana,-22.962938190268595,-43.176713436841965,Casa/Apto inteiro,313.0,2,17,165,Padrão,Urbana,Amplo apartamento 2-quartos,Espaçoso
1371346712323135671,412306203,Guaratiba,-22.93946,-43.58161,Quarto compartilhado,120.0,1,0,365,Econômico,Sem Vista,Casa mobiliada prática,Compartilhada
955554486271907862,16120213,Copacabana,-22.981519881,-43.19113,Quarto privativo,156.0,2,55,196,Econômico,Sem Vista,Conforto para viajantes,Praticidade
1303577242879353475,588667393,Jacarepaguá,-22.9290352,-43.3993729,Casa/Apto inteiro,1372.0,1,0,359,Familiar,Sem Vista,Aluguel temporário prático,Temporada
17920243,52758685,Guaratiba,-22.95312,-43.62412,Quarto privativo,150.0,3,0,365,Padrão,Sem Vista,Localização em Copacabana,Praticidade
1422991390999916411,695932111,Guaratiba,-22.9750297,-43.6462843,Quarto privativo,183.0,1,0,365,Econômico,Natureza,Ambiente tranquilo relaxante,descanso
2640348,13519405,Leblon,-22.98303,-43.21649,Casa/Apto inteiro,3500.0,30,0,365,Luxo,Urbana,Localização nobre Leblon,Novo
1507392533558842959,718347503,Ipanema,-22.98457,-43.2013,Casa/Apto inteiro,450.0,2,0,361,Luxo,Mar,Praia e Metrô,Localização
1087774648745318841,13580277,Copacabana,-22.96395,-43.17516,Casa/Apto inteiro,337.0,1,17,148,Padrão,Mar,Vista lateral mar,Apartamento
1308806621055773779,244505499,Vidigal,-22.99680803016147,-43.24393404301477,Quarto privativo,720.0,4,0,89,Padrão,Sem Vista,Ambiente inclusivo acolhedor,acolhimento
1084100173955981566,172719779,Barra da Tijuca,-23.0127344,-43.3060302,Casa/Apto inteiro,1200.0,90,4,144,Luxo,Mar,Vista mar deslumbrante,Penthouse
1323905198897464975,479635524,Copacabana,-22.98471,-43.19123,Casa/Apto inteiro,220.0,3,13,159,Econômico,Urbana,Localização em Copacabana,Flat
46494603,91654021,Leblon,-22.97842,-43.22085,Casa/Apto inteiro,1542.0,8,0,332,Luxo,Urbana,Amplo seis quartos,Espaçoso
1081150621559859947,405674427,Maracanã,-22.91201598775801,-43.23273811296356,Quarto privativo,81.0,50,4,365,Econômico,Urbana,Espaço amplo suíte,Suíte
53826215,436000747,Santa Teresa,-22.92191,-43.1842,Quarto privativo,130.0,1,0,353,Econômico,Sem Vista,Quarto aconchegante acessível,Quarto
1034870359703833887,352008051,Copacabana,-22.9688168935,-43.1814133,Casa/Apto inteiro,1700.0,3,0,249,Luxo,Mar,Vista para mar,Frontal
1498796293407189499,534182844,Recreio dos Bandeirantes,-23.030043270016897,-43.47797513008118,Quarto privativo,189.0,1,0,360,Familiar,Mar,Próximo à praia,Quarto
29984680,66452600,Ipanema,-22.98443,-43.21425,Casa/Apto inteiro,842.0,7,7,340,Romântico,Mar,2 quartos casais,Conforto
48382177,383015446,Copacabana,-22.98536544212213,-43.19280428819006,Casa/Apto inteiro,501.0,4,97,99,Econômico,Urbana,Silencioso e renovado,Renovado
13153412,71146994,Copacabana,-22.98117,-43.19075,Casa/Apto inteiro,1810.0,5,6,91,Luxo,Sem Vista,Charme e requinte,Charme
1312595845666211550,11965788,Leblon,-22.984870871460508,-43.22796310537101,Casa/Apto inteiro,1000.0,2,26,44,Luxo,Urbana,Silêncio e charme,Conforto
805711707734883422,160833906,Barra da Tijuca,-23.0097898,-43.3561663,Casa/Apto inteiro,279.0,2,58,169,Luxo,Mar,Vista para praia,Apartamento
1010086118265057201,426063817,Copacabana,-22.9777926,-43.1912499,Quarto privativo,701.0,5,4,178,Luxo,Urbana,Localização nobre garantida,Exclusividade
1517449169178773327,371503455,Copacabana,-22.9798128,-43.1905087,Casa/Apto inteiro,320.0,3,0,334,Padrão,Mar,Proximidade com mar,Localização
48279402,262488431,Barra da Tijuca,-23.0089534052534,-43.42908941273869,Casa/Apto inteiro,369.0,2,7,340,Padrão,Urbana,Ótima localização central,flat
948310977488165999,505228604,Barra da Tijuca,-23.01248,-43.32097,Casa/Apto inteiro,655.0,3,24,245,Luxo,Mar,Frente à praia,Apartamento
1075309360891708450,366547247,Barra da Tijuca,-23.0114542,-43.3215719,Casa/Apto inteiro,337.0,3,46,269,Luxo,Mar,Vista para mar,Praia
1453584000560100349,489468090,Centro,-22.90606,-43.18344,Quarto compartilhado,57.0,1,6,119,Econômico,Urbana,Localização central acessível,Hostel
30326026,2993489,Copacabana,-22.98524,-43.19044,Casa/Apto inteiro,428.0,3,56,153,Padrão,Mar,Localização privilegiada praia,Praticidade
1353126878631200523,677948981,Copacabana,-22.98282,-43.19271,Casa/Apto inteiro,850.0,1,2,354,Econômico,Urbana,Localização privilegiada,Apartamento
13733116,80348868,Botafogo,-22.94903,-43.18151,Casa/Apto inteiro,143.0,1,7,241,Padrão,Mar,Vista para mar,Apartamento
1362261061274960584,376274146,Barra da Tijuca,-23.004381,-43.308594,Casa/Apto inteiro,355.0,1,1,184,Luxo,Natureza,Exclusividade na Ilha,Ilha
2677829,7673499,Ipanema,-22.98632,-43.19429,Casa/Apto inteiro,55394.0,2,80,178,Moderno,Mar,Localização privilegiada praias,Apartamento
1265038367762229204,74463624,Ipanema,-22.9855,-43.20426,Casa/Apto inteiro,1534.0,2,4,53,Luxo,Mar,Frente à praia,Apartamento
1506603199423962166,677751033,Copacabana,-22.98131,-43.19117,Casa/Apto inteiro,255.0,1,1,78,Padrão,Sem Vista,Próximo à praia,Localização
9950910,51137393,Cosme Velho,-22.9417,-43.19647,Casa/Apto inteiro,390.0,5,1,222,Luxo,Natureza,Vista Corcovado Sofisticada,Vaga
52652995,48842907,Ipanema,-22.98352,-43.20947,Casa/Apto inteiro,270.0,3,100,185,Econômico,Urbana,Localização Posto 10,Aconchegante
1410416876938484517,692869793,Leme,-22.9629802843802,-43.169554480605655,Casa/Apto inteiro,380.0,3,5,173,Padrão,Mar,Localização Praia Leme,Praia
849160924258825541,167213110,Barra da Tijuca,-22.999067,-43.3288442,Casa/Apto inteiro,729.0,2,0,162,Familiar,Mar,Piscina e praia,Chalé
13729225,33517045,Paquetá,-22.75358,-43.10784,Casa/Apto inteiro,613.0,20,0,83,Familiar,Mar,Localização à beira-mar,Praia
2186011,10586706,Copacabana,-22.96264,-43.17572,Quarto privativo,320.0,2,9,353,Padrão,Urbana,Localização em Copacabana,Suíte
704328171243788763,47584281,Jacarepaguá,-22.96935,-43.3939,Casa/Apto inteiro,713.0,1,0,365,Luxo,Natureza,Beleza natural única,Encanto
1345765484336526316,6836153,Glória,-22.923708362624662,-43.17472189664841,Casa/Apto inteiro,964.0,2,19,346,Luxo,Urbana,Vista incrível duplex,Penthouse
754884744307455929,421766622,Recreio dos Bandeirantes,-23.02172,-43.45488,Casa/Apto inteiro,1000.0,2,10,90,Familiar,Mar,Churrasqueira na praia,Triplex
990734398859651139,8782308,Copacabana,-22.972693185009653,-43.19118368438961,Quarto compartilhado,600.0,1,107,117,Econômico,Urbana,Segurança e conforto,Praticidade
1415921317852108723,18117704,Leblon,-22.9835503,-43.223636,Casa/Apto inteiro,289.0,1,4,233,Luxo,Urbana,Localização no Leblon,Exclusividade
1495950860430539875,71665685,Copacabana,-22.97803573417199,-43.18925757386539,Casa/Apto inteiro,256.0,2,3,142,Padrão,Mar,Proximidade à praia,Localização
1079163438503094420,233673466,Recreio dos Bandeirantes,-23.02977,-43.48169,Casa/Apto inteiro,1020.0,2,6,269,Luxo,Mar,Vista privilegiada praia,Cobertura
1264016941965257255,494939452,Recreio dos Bandeirantes,-23.03293,-43.48547,Casa/Apto inteiro,446.0,1,18,177,Luxo,Mar,Frente à praia,Pé-na-areia
984041700668041332,72070644,Recreio dos Bandeirantes,-23.0227328,-43.5125404,Casa/Apto inteiro,585.0,1,0,263,Romântico,Mar,Tranquilidade e beleza,Refúgio
1115200977832454041,411347535,Olaria,-22.85157047961953,-43.264862559735775,Quarto privativo,200.0,1,0,269,Familiar,Urbana,Localização zona norte,Casa
47923162,36744189,Leblon,-22.98205,-43.22301,Casa/Apto inteiro,511.0,2,141,258,Luxo,Urbana,Localização nobre exclusiva,Conforto
31921229,67239901,Irajá,-22.85087,-43.31513,Quarto privativo,180.0,2,12,270,Padrão,Sem Vista,Conforto e praticidade,Suíte
1131446,6207000,Botafogo,-22.94495,-43.18249,Casa/Apto inteiro,142.0,45,19,210,Econômico,Mar,Vista para mar,Apartamento
1310989736188989083,16425381,Laranjeiras,-22.9356290516603,-43.18891486285996,Casa/Apto inteiro,460.0,1,1,365,Familiar,Urbana,Espaço e conforto,amplo
19839107,14095160,Ipanema,-22.98585,-43.19968,Casa/Apto inteiro,950.0,3,30,146,Luxo,Urbana,Cobertura Espaçosa Elegante,Duplex
1463994106089571514,40642122,Copacabana,-22.982944097279205,-43.19544120602234,Casa/Apto inteiro,472.0,4,1,332,Familiar,Sem Vista,2 quartos confortáveis,Praticidade
49463000,374764893,Ipanema,-22.98157,-43.20085,Casa/Apto inteiro,461.0,2,269,20,Familiar,Urbana,Conforto e aconchego,Aconchegante
1470559615264951578,599119097,Jacarepaguá,-22.9688849,-43.38804,Casa/Apto inteiro,250.0,2,3,220,Econômico,Urbana,Aconchegante e prático,Loft
1144229616617704638,51756664,Copacabana,-22.968527,-43.1890376,Quarto privativo,151.0,3,29,227,Econômico,Urbana,Localização em Copacabana,Aconchegante
971748525832218239,535536944,Copacabana,-22.964112437133444,-43.19301644462566,Casa/Apto inteiro,300.0,3,5,220,Luxo,Urbana,Novo com terraço,Terrace
46258303,366913236,Copacabana,-22.98411443621187,-43.19080143121339,Casa/Apto inteiro,237.0,1,249,4,Moderno,Urbana,Flat reformado elegante,Flat
1450230605115908601,317916632,Copacabana,-22.97601,-43.19081,Casa/Apto inteiro,475.0,6,2,297,Luxo,Mar,Conforto e exclusividade,Apartamento
1409600547192421643,51227019,Copacabana,-22.97369,-43.18775,Casa/Apto inteiro,216.0,3,2,128,Econômico,Urbana,Perto da Praia,Estúdio
692197019047078013,474732590,Recreio dos Bandeirantes,-23.03017239721713,-43.47062820374499,Casa/Apto inteiro,350.0,3,8,358,Familiar,Mar,Praia e tranquilidade,Residencial
1364505657225564052,22805631,Ipanema,-22.9874,-43.18992,Casa/Apto inteiro,4604.0,3,0,365,Padrão,Urbana,Vista impressionante apartamento,Apartamento
1511152876400676957,652284869,Ipanema,-22.987695,-43.1937726,Casa/Apto inteiro,552.0,1,0,340,Luxo,Urbana,Piscina entre praias,Piscina
724180667930615399,267643868,Copacabana,-22.97001,-43.18888,Quarto privativo,504.0,3,0,29,Padrão,Urbana,Localização rua nobre,Encantador
1502989218884728368,325713553,São Conrado,-23.0012879,-43.2754371,Casa/Apto inteiro,12750.0,1,0,364,Luxo,Mar,Eventos com vista,Mansão
1051290461025591564,150004461,Barra da Tijuca,-23.008888852402883,-43.43088438861263,Quarto privativo,240.0,2,3,268,Familiar,Sem Vista,Conforto e espaço,Dependências
1029156564715857885,314568411,Laranjeiras,-22.93731,-43.18966,Casa/Apto inteiro,584.0,2,2,354,Familiar,Sem Vista,Terraço espaçoso agradável,aconchegante
14121891,15396683,Copacabana,-22.96525,-43.17964,Quarto privativo,1164.0,7,0,270,Padrão,Urbana,Área privilegiada Copacabana,Apartamento
1399975062589414195,662164700,Leblon,-22.98458113241808,-43.2224296438866,Casa/Apto inteiro,1500.0,2,0,88,Padrão,Natureza,Vista Cristo privilegiada,Localização
842623929498932514,427981829,Gávea,-22.97993272874268,-43.242203928530216,Casa/Apto inteiro,626.0,2,4,349,Econômico,Natureza,Contato com natureza,Tranquilidade
15423469,10490620,Barra da Tijuca,-23.009534447164736,-43.34483553549942,Casa/Apto inteiro,495.0,2,38,186,Padrão,Mar,Melhor ponto praia,Conforto
787547790975448382,19879803,Centro,-22.90052027409076,-43.18228914760741,Casa/Apto inteiro,132.0,2,33,86,Familiar,Urbana,Conforto no Centro,Aconchego
